year,region,week,production_tons
2005,Northern,14,811661
2005,Ohio,14,479352
2005,Oklahoma,14,35657
2005,Pennsylvania Total,14,1334081
2005,Southern,14,2182532
2005,Tennessee,14,66298
2005,Texas,14,866523
2005,U.S. Total,14,22535186
2005,Utah,14,481839
2005,Virginia,14,565073
2005,Washington,14,101892
2005,West Virginia Total,14,2994193
2005,West of Miss. River,14,12767718
2005,Western,14,515512
2005,Western Total,14,11794959
2005,Wyoming,14,8281741
2005,Alabama,15,429312
2005,Alaska,15,29804
2005,Anthracite,15,32923
2005,Appalachian Total,15,7911660
2005,Arizona,15,239217
2005,Arkansas,15,41
2005,Bituminous,15,1228953
2005,Colorado,15,726156
2005,East of Miss. River,15,9780710
2005,Eastern,15,1909639
2005,Illinois,15,670095
2005,Indiana,15,662878
2005,Interior Total,15,2808137
2005,Kansas,15,3787
2005,Kentucky Total,15,2403733
2005,Louisiana,15,15976
2005,Maryland,15,111447
2005,Mississippi,15,41983
2005,Missouri,15,10740
2005,Montana,15,850349
2005,New Mexico,15,562516
2005,North Dakota,15,496509
2005,Northern,15,861071
2005,Ohio,15,474490
2005,Oklahoma,15,36429
2005,Pennsylvania Total,15,1261876
2005,Southern,15,2254241
2005,Tennessee,15,63865
2005,Texas,15,872114
2005,U.S. Total,15,22205131
2005,Utah,15,491062
2005,Virginia,15,545719
2005,Washington,15,110150
2005,West Virginia Total,15,3115312
2005,West of Miss. River,15,12424421
2005,Western,15,494094
2005,Western Total,15,11485334
2005,Wyoming,15,7979571
2005,Alabama,16,434234
2005,Alaska,16,30142
2005,Anthracite,16,33304
2005,Appalachian Total,16,8002332
2005,Arizona,16,241961
2005,Arkansas,16,44
2005,Bituminous,16,1243036
2005,Colorado,16,734480
2005,East of Miss. River,16,9920488
2005,Eastern,16,1931525
2005,Illinois,16,677777
2005,Indiana,16,670470
2005,Interior Total,16,2868268
2005,Kansas,16,3833
2005,Kentucky Total,16,2431285
2005,Louisiana,16,16415
2005,Maryland,16,112724
2005,Mississippi,16,70149
2005,Missouri,16,10862
2005,Montana,16,860092
2005,New Mexico,16,568961
2005,North Dakota,16,502198
2005,Northern,16,870939
2005,Ohio,16,479931
2005,Oklahoma,16,36848
2005,Pennsylvania Total,16,1276340
2005,Southern,16,2280069
2005,Tennessee,16,64599
2005,Texas,16,882110
2005,U.S. Total,16,22104220
2005,Utah,16,496688
2005,Virginia,16,551971
2005,Washington,16,111412
2005,West Virginia Total,16,3151008
2005,West of Miss. River,16,12183732
2005,Western,16,499760
2005,Western Total,16,11233620
2005,Wyoming,16,7687686
2005,Alabama,17,417937
2005,Alaska,17,29013
2005,Anthracite,17,32053
2005,Appalachian Total,17,7701993
2005,Arizona,17,232876
2005,Arkansas,17,41
2005,Bituminous,17,1196384
2005,Colorado,17,706911
2005,East of Miss. River,17,9550787
2005,Eastern,17,1859029
2005,Illinois,17,652336
2005,Indiana,17,645308
2005,Interior Total,17,2832331
2005,Kansas,17,3690
2005,Kentucky Total,17,2340030
2005,Louisiana,17,84888
2005,Maryland,17,108493
2005,Mississippi,17,70149
2005,Missouri,17,10454
2005,Montana,17,827813
2005,New Mexico,17,547609
2005,North Dakota,17,483351
2005,Northern,17,838250
2005,Ohio,17,461920
2005,Oklahoma,17,35463
2005,Pennsylvania Total,17,1228437
2005,Southern,17,2194497
2005,Tennessee,17,62172
2005,Texas,17,849001
2005,U.S. Total,17,21361522
2005,Utah,17,478052
2005,Virginia,17,531258
2005,Washington,17,107228
2005,West Virginia Total,17,3032747
2005,West of Miss. River,17,11810735
2005,Western,17,481001
2005,Western Total,17,10827198
2005,Wyoming,17,7414345
2005,Alabama,18,435290
2005,Alaska,18,30216
2005,Anthracite,18,33383
2005,Appalachian Total,18,8021796
2005,Arizona,18,242549
2005,Arkansas,18,44
2005,Bituminous,18,1246058
2005,Colorado,18,736267
2005,East of Miss. River,18,9953264
2005,Eastern,18,1936220
2005,Illinois,18,679426
2005,Indiana,18,672105
2005,Interior Total,18,2945562
2005,Kansas,18,3842
2005,Kentucky Total,18,2437190
2005,Louisiana,18,78129
2005,Maryland,18,113002
2005,Mississippi,18,78967
2005,Missouri,18,10888
2005,Montana,18,862187
2005,New Mexico,18,570342
2005,North Dakota,18,503416
2005,Northern,18,873055
2005,Ohio,18,481100
2005,Oklahoma,18,36938
2005,Pennsylvania Total,18,1279441
2005,Southern,18,2285619
2005,Tennessee,18,64753
2005,Texas,18,884253
2005,U.S. Total,18,22167625
2005,Utah,18,497901
2005,Virginia,18,553316
2005,Washington,18,111680
2005,West Virginia Total,18,3158674
2005,West of Miss. River,18,12214361
2005,Western,18,500970
2005,Western Total,18,11200267
2005,Wyoming,18,7645709
2005,Alabama,19,435189
2005,Alaska,19,30210
2005,Anthracite,19,33375
2005,Appalachian Total,19,8019943
2005,Arizona,19,242493
2005,Arkansas,19,44
2005,Bituminous,19,1245771
2005,Colorado,19,736094
2005,East of Miss. River,19,9888252
2005,Eastern,19,1935778
2005,Illinois,19,679269
2005,Indiana,19,671948
2005,Interior Total,19,2868174
2005,Kansas,19,3842
2005,Kentucky Total,19,2436638
2005,Louisiana,19,64116
2005,Maryland,19,112973
2005,Mississippi,19,16232
2005,Missouri,19,10885
2005,Montana,19,861985
2005,New Mexico,19,570210
2005,North Dakota,19,503302
2005,Northern,19,872854
2005,Ohio,19,480987
2005,Oklahoma,19,36925
2005,Pennsylvania Total,19,1279146
2005,Southern,19,2285091
2005,Tennessee,19,64740
2005,Texas,19,884053
2005,U.S. Total,19,22179319
2005,Utah,19,497783
2005,Virginia,19,553185
2005,Washington,19,111655
2005,West Virginia Total,19,3157945
2005,West of Miss. River,19,12291067
2005,Western,19,500860
2005,Western Total,19,11291202
2005,Wyoming,19,7737470
2005,Alabama,20,413715
2005,Alaska,20,28721
2005,Anthracite,20,31730
2005,Appalachian Total,20,7624241
2005,Arizona,20,230527
2005,Arkansas,20,40
2005,Bituminous,20,1184308
2005,Colorado,20,699777
2005,East of Miss. River,20,9461105
2005,Eastern,20,1840262
2005,Illinois,20,645754
2005,Indiana,20,638793
2005,Interior Total,20,2753365
2005,Kansas,20,3653
2005,Kentucky Total,20,2316406
2005,Louisiana,20,26922
2005,Maryland,20,107399
2005,Mississippi,20,76173
2005,Missouri,20,10349
2005,Montana,20,721261
2005,New Mexico,20,542079
2005,North Dakota,20,478467
2005,Northern,20,829784
2005,Ohio,20,457257
2005,Oklahoma,20,35105
2005,Pennsylvania Total,20,1216038
2005,Southern,20,2172346
2005,Tennessee,20,61547
2005,Texas,20,840432
2005,U.S. Total,20,20798819
2005,Utah,20,473226
2005,Virginia,20,525893
2005,Washington,20,106147
2005,West Virginia Total,20,3002130
2005,West of Miss. River,20,11337714
2005,Western,20,476144
2005,Western Total,20,10421213
2005,Wyoming,20,7141008
2005,Alabama,21,393213
2005,Alaska,21,27296
2005,Anthracite,21,30158
2005,Appalachian Total,21,7246377
2005,Arizona,21,219100
2005,Arkansas,21,39
2005,Bituminous,21,1125612
2005,Colorado,21,665095
2005,East of Miss. River,21,8995987
2005,Eastern,21,1749058
2005,Illinois,21,613749
2005,Indiana,21,607139
2005,Interior Total,21,2680025
2005,Kansas,21,3473
2005,Kentucky Total,21,2201607
2005,Louisiana,21,84921
2005,Maryland,21,102079
2005,Mississippi,21,76173
2005,Missouri,21,9837
2005,Montana,21,685512
2005,New Mexico,21,515215
2005,North Dakota,21,454755
2005,Northern,21,788662
2005,Ohio,21,434593
2005,Oklahoma,21,33367
2005,Pennsylvania Total,21,1155770
2005,Southern,21,2064680
2005,Tennessee,21,58496
2005,Texas,21,798778
2005,U.S. Total,21,18622118
2005,Utah,21,449770
2005,Virginia,21,499826
2005,Washington,21,100887
2005,West Virginia Total,21,2853342
2005,West of Miss. River,21,9626131
2005,Western,21,452549
2005,Western Total,21,8695716
2005,Wyoming,21,5578086
2005,Alabama,22,425834
2005,Alaska,22,29564
2005,Anthracite,22,32657
2005,Appalachian Total,22,7847530
2005,Arizona,22,237278
2005,Arkansas,22,41
2005,Bituminous,22,1218990
2005,Colorado,22,720271
2005,East of Miss. River,22,9738235
2005,Eastern,22,1894158
2005,Illinois,22,664662
2005,Indiana,22,657503
2005,Interior Total,22,2885481
2005,Kansas,22,3760
2005,Kentucky Total,22,2384250
2005,Louisiana,22,79141
2005,Maryland,22,110547
2005,Mississippi,22,78448
2005,Missouri,22,10654
2005,Montana,22,742385
2005,New Mexico,22,557954
2005,North Dakota,22,492480
2005,Northern,22,854089
2005,Ohio,22,470645
2005,Oklahoma,22,36135
2005,Pennsylvania Total,22,1251647
2005,Southern,22,2235967
2005,Tennessee,22,63349
2005,Texas,22,865045
2005,U.S. Total,22,21439669
2005,Utah,22,487084
2005,Virginia,22,541294
2005,Washington,22,109253
2005,West Virginia Total,22,3090056
2005,West of Miss. River,22,11701434
2005,Western,22,490092
2005,Western Total,22,10706658
2005,Wyoming,22,7330389
2005,Alabama,23,418534
2005,Alaska,23,29055
2005,Anthracite,23,32099
2005,Appalachian Total,23,7712979
2005,Arizona,23,233208
2005,Arkansas,23,41
2005,Bituminous,23,1198088
2005,Colorado,23,707921
2005,East of Miss. River,23,9554450
2005,Eastern,23,1861683
2005,Illinois,23,653269
2005,Indiana,23,646231
2005,Interior Total,23,2792139
2005,Kansas,23,3694
2005,Kentucky Total,23,2343370
2005,Louisiana,23,50735
2005,Maryland,23,108651
2005,Mississippi,23,60284
2005,Missouri,23,10470
2005,Montana,23,729656
2005,New Mexico,23,548389
2005,North Dakota,23,484039
2005,Northern,23,839443
2005,Ohio,23,462578
2005,Oklahoma,23,35514
2005,Pennsylvania Total,23,1230187
2005,Southern,23,2197629
2005,Tennessee,23,62261
2005,Texas,23,850214
2005,U.S. Total,23,21432112
2005,Utah,23,478730
2005,Virginia,23,532013
2005,Washington,23,107382
2005,West Virginia Total,23,3037072
2005,West of Miss. River,23,11877662
2005,Western,23,481687
2005,Western Total,23,10926994
2005,Wyoming,23,7608614
2005,Alabama,24,426440
2005,Alaska,24,29603
2005,Anthracite,24,32706
2005,Appalachian Total,24,7858681
2005,Arizona,24,237615
2005,Arkansas,24,41
2005,Bituminous,24,1220722
2005,Colorado,24,721293
2005,East of Miss. River,24,9710899
2005,Eastern,24,1896851
2005,Illinois,24,665608
2005,Indiana,24,658435
2005,Interior Total,24,2852520
2005,Kansas,24,3762
2005,Kentucky Total,24,2387640
2005,Louisiana,24,83373
2005,Maryland,24,110701
2005,Mississippi,24,37386
2005,Missouri,24,10669
2005,Montana,24,743436
2005,New Mexico,24,558745
2005,North Dakota,24,493182
2005,Northern,24,855303
2005,Ohio,24,471315
2005,Oklahoma,24,36184
2005,Pennsylvania Total,24,1253428
2005,Southern,24,2239143
2005,Tennessee,24,63436
2005,Texas,24,866273
2005,U.S. Total,24,21593486
2005,Utah,24,487775
2005,Virginia,24,542064
2005,Washington,24,109410
2005,West Virginia Total,24,3094446
2005,West of Miss. River,24,11882587
2005,Western,24,490789
2005,Western Total,24,10882285
2005,Wyoming,24,7501226
2005,Alabama,25,423270
2005,Alaska,25,29382
2005,Anthracite,25,32461
2005,Appalachian Total,25,7800256
2005,Arizona,25,235851
2005,Arkansas,25,41
2005,Bituminous,25,1211646
2005,Colorado,25,715930
2005,East of Miss. River,25,9710264
2005,Eastern,25,1882750
2005,Illinois,25,660662
2005,Indiana,25,653545
2005,Interior Total,25,2889112
2005,Kansas,25,3735
2005,Kentucky Total,25,2369889
2005,Louisiana,25,68996
2005,Maryland,25,109878
2005,Mississippi,25,108662
2005,Missouri,25,10586
2005,Montana,25,737911
2005,New Mexico,25,554591
2005,North Dakota,25,489517
2005,Northern,25,848945
2005,Ohio,25,467809
2005,Oklahoma,25,35915
2005,Pennsylvania Total,25,1244107
2005,Southern,25,2222496
2005,Tennessee,25,62968
2005,Texas,25,859831
2005,U.S. Total,25,21487955
2005,Utah,25,484151
2005,Virginia,25,538033
2005,Washington,25,108597
2005,West Virginia Total,25,3071441
2005,West of Miss. River,25,11777691
2005,Western,25,487139
2005,Western Total,25,10798587
2005,Wyoming,25,7442657
2005,Alabama,26,427335
2005,Alaska,26,29666
2005,Anthracite,26,32771
2005,Appalachian Total,26,7875195
2005,Arizona,26,238113
2005,Arkansas,26,41
2005,Bituminous,26,1223288
2005,Colorado,26,722812
2005,East of Miss. River,26,9768306
2005,Eastern,26,1900838
2005,Illinois,26,667008
2005,Indiana,26,659821
2005,Interior Total,26,2894221
2005,Kansas,26,3770
2005,Kentucky Total,26,2392658
2005,Louisiana,26,82255
2005,Maryland,26,110935
2005,Mississippi,26,74462
2005,Missouri,26,10691
2005,Montana,26,744999
2005,New Mexico,26,559924
2005,North Dakota,26,494216
2005,Northern,26,857102
2005,Ohio,26,472306
2005,Oklahoma,26,36261
2005,Pennsylvania Total,26,1256059
2005,Southern,26,2243850
2005,Tennessee,26,63569
2005,Texas,26,868092
2005,U.S. Total,26,21666628
2005,Utah,26,488802
2005,Virginia,26,543201
2005,Washington,26,109642
2005,West Virginia Total,26,3100952
2005,West of Miss. River,26,11898322
2005,Western,26,491820
2005,Western Total,26,10897212
2005,Wyoming,26,7509038
2005,Alabama,27,407420
2005,Alaska,27,30730
2005,Anthracite,27,40245
2005,Appalachian Total,27,7625095
2005,Arizona,27,232248
2005,Arkansas,27,26
2005,Bituminous,27,1218439
2005,Colorado,27,746807
2005,East of Miss. River,27,9498628
2005,Eastern,27,1830987
2005,Illinois,27,638794
2005,Indiana,27,638271
2005,Interior Total,27,2816527
2005,Kansas,27,3707
2005,Kentucky Total,27,2351183
2005,Louisiana,27,83769
2005,Maryland,27,105062
2005,Mississippi,27,76272
2005,Missouri,27,10500
2005,Montana,27,761399
2005,New Mexico,27,544053
2005,North Dakota,27,585167
2005,Northern,27,761204
2005,Ohio,27,502179
2005,Oklahoma,27,35961
2005,Pennsylvania Total,27,1258684
2005,Southern,27,2169360
2005,Tennessee,27,65263
2005,Texas,27,809031
2005,U.S. Total,27,21581481
2005,Utah,27,468351
2005,Virginia,27,524936
2005,Washington,27,101610
2005,West Virginia Total,27,2930564
2005,West of Miss. River,27,12082853
2005,Western,27,520196
2005,Western Total,27,11139859
2005,Wyoming,27,7669494
2005,Alabama,28,346751
2005,Alaska,28,14477
2005,Anthracite,28,27116
2005,Appalachian Total,28,6660873
2005,Arizona,28,201206
2005,Arkansas,28,53
2005,Bituminous,28,1084882
2005,Colorado,28,683944
2005,East of Miss. River,28,8297225
2005,Eastern,28,1558632
2005,Illinois,28,528380
2005,Indiana,28,581439
2005,Interior Total,28,2575415
2005,Kansas,28,3613
2005,Kentucky Total,28,2005856
2005,Louisiana,28,104021
2005,Maryland,28,83735
2005,Mississippi,28,79309
2005,Missouri,28,10359
2005,Montana,28,749335
2005,New Mexico,28,531419
2005,North Dakota,28,532520
2005,Northern,28,712994
2005,Ohio,28,424065
2005,Oklahoma,28,30824
2005,Pennsylvania Total,28,1111998
2005,Southern,28,1882081
2005,Tennessee,28,55957
2005,Texas,28,790193
2005,U.S. Total,28,19853659
2005,Utah,28,417221
2005,Virginia,28,484660
2005,Washington,28,100241
2005,West Virginia Total,28,2595075
2005,West of Miss. River,28,11556434
2005,Western,28,447224
2005,Western Total,28,10617371
2005,Wyoming,28,7387008
2005,Alabama,29,390636
2005,Alaska,29,16309
2005,Anthracite,29,30548
2005,Appalachian Total,29,7503964
2005,Arizona,29,226677
2005,Arkansas,29,61
2005,Bituminous,29,1222201
2005,Colorado,29,770516
2005,East of Miss. River,29,9302444
2005,Eastern,29,1755914
2005,Illinois,29,595260
2005,Indiana,29,655037
2005,Interior Total,29,2835109
2005,Kansas,29,4070
2005,Kentucky Total,29,2259748
2005,Louisiana,29,95895
2005,Maryland,29,94332
2005,Mississippi,29,44349
2005,Missouri,29,11671
2005,Montana,29,844182
2005,New Mexico,29,598689
2005,North Dakota,29,599924
2005,Northern,29,803241
2005,Ohio,29,477743
2005,Oklahoma,29,34723
2005,Pennsylvania Total,29,1252749
2005,Southern,29,2120303
2005,Tennessee,29,63040
2005,Texas,29,890209
2005,U.S. Total,29,21476677
2005,Utah,29,470030
2005,Virginia,29,546006
2005,Washington,29,112931
2005,West Virginia Total,29,2923544
2005,West of Miss. River,29,12174233
2005,Western,29,503834
2005,Western Total,29,11137604
2005,Wyoming,29,7498346
2005,Alabama,30,387536
2005,Alaska,30,16179
2005,Anthracite,30,30303
2005,Appalachian Total,30,7444345
2005,Arizona,30,224874
2005,Arkansas,30,61
2005,Bituminous,30,1212492
2005,Colorado,30,764396
2005,East of Miss. River,30,9219519
2005,Eastern,30,1741966
2005,Illinois,30,590527
2005,Indiana,30,649831
2005,Interior Total,30,2799699
2005,Kansas,30,4034
2005,Kentucky Total,30,2241795
2005,Louisiana,30,91266
2005,Maryland,30,93581
2005,Mississippi,30,34987
2005,Missouri,30,11579
2005,Montana,30,837476
2005,New Mexico,30,593929
2005,North Dakota,30,595160
2005,Northern,30,796856
2005,Ohio,30,473947
2005,Oklahoma,30,34450
2005,Pennsylvania Total,30,1242795
2005,Southern,30,2103457
2005,Tennessee,30,62538
2005,Texas,30,883135
2005,U.S. Total,30,21421566
2005,Utah,30,466296
2005,Virginia,30,541669
2005,Washington,30,112034
2005,West Virginia Total,30,2900313
2005,West of Miss. River,30,12202047
2005,Western,30,499829
2005,Western Total,30,11177522
2005,Wyoming,30,7567178
2005,Alabama,31,398793
2005,Alaska,31,16649
2005,Anthracite,31,31186
2005,Appalachian Total,31,7660654
2005,Arizona,31,231409
2005,Arkansas,31,63
2005,Bituminous,31,1247719
2005,Colorado,31,786606
2005,East of Miss. River,31,9530837
2005,Eastern,31,1792580
2005,Illinois,31,607690
2005,Indiana,31,668715
2005,Interior Total,31,2942363
2005,Kansas,31,4155
2005,Kentucky Total,31,2306933
2005,Louisiana,31,111804
2005,Maryland,31,96300
2005,Mississippi,31,79425
2005,Missouri,31,11912
2005,Montana,31,861812
2005,New Mexico,31,611185
2005,North Dakota,31,612452
2005,Northern,31,820012
2005,Ohio,31,487721
2005,Oklahoma,31,35450
2005,Pennsylvania Total,31,1278905
2005,Southern,31,2164577
2005,Tennessee,31,64358
2005,Texas,31,908796
2005,U.S. Total,31,22213388
2005,Utah,31,479846
2005,Virginia,31,557408
2005,Washington,31,115285
2005,West Virginia Total,31,2984589
2005,West of Miss. River,31,12682551
2005,Western,31,514353
2005,Western Total,31,11610371
2005,Wyoming,31,7895127
2005,Alabama,32,385835
2005,Alaska,32,16109
2005,Anthracite,32,30173
2005,Appalachian Total,32,7411701
2005,Arizona,32,223891
2005,Arkansas,32,61
2005,Bituminous,32,1207175
2005,Colorado,32,761043
2005,East of Miss. River,32,9223684
2005,Eastern,32,1734325
2005,Illinois,32,587942
2005,Indiana,32,646982
2005,Interior Total,32,2824042
2005,Kansas,32,4016
2005,Kentucky Total,32,2231959
2005,Louisiana,32,82893
2005,Maryland,32,93172
2005,Mississippi,32,79425
2005,Missouri,32,11529
2005,Montana,32,833800
2005,New Mexico,32,591326
2005,North Dakota,32,592550
2005,Northern,32,793365
2005,Ohio,32,471868
2005,Oklahoma,32,34297
2005,Pennsylvania Total,32,1237348
2005,Southern,32,2094233
2005,Tennessee,32,62264
2005,Texas,32,879263
2005,U.S. Total,32,21725379
2005,Utah,32,464250
2005,Virginia,32,539291
2005,Washington,32,111540
2005,West Virginia Total,32,2887598
2005,West of Miss. River,32,12501695
2005,Western,32,497634
2005,Western Total,32,11489636
2005,Wyoming,32,7895127
2005,Alabama,33,395920
2005,Alaska,33,16531
2005,Anthracite,33,30961
2005,Appalachian Total,33,7605454
2005,Arizona,33,229742
2005,Arkansas,33,61
2005,Bituminous,33,1238733
2005,Colorado,33,780940
2005,East of Miss. River,33,9469333
2005,Eastern,33,1779662
2005,Illinois,33,603309
2005,Indiana,33,663893
2005,Interior Total,33,2910134
2005,Kansas,33,4122
2005,Kentucky Total,33,2290309
2005,Louisiana,33,92804
2005,Maryland,33,95606
2005,Mississippi,33,86030
2005,Missouri,33,11826
2005,Montana,33,855601
2005,New Mexico,33,606784
2005,North Dakota,33,608039
2005,Northern,33,814105
2005,Ohio,33,484204
2005,Oklahoma,33,35192
2005,Pennsylvania Total,33,1269694
2005,Southern,33,2148981
2005,Tennessee,33,63891
2005,Texas,33,902250
2005,U.S. Total,33,22022274
2005,Utah,33,476388
2005,Virginia,33,553391
2005,Washington,33,114457
2005,West Virginia Total,33,2963086
2005,West of Miss. River,33,12552941
2005,Western,33,510647
2005,Western Total,33,11506686
2005,Wyoming,33,7818204
2005,Alabama,34,392412
2005,Alaska,34,16384
2005,Anthracite,34,30683
2005,Appalachian Total,34,7538079
2005,Arizona,34,227707
2005,Arkansas,34,61
2005,Bituminous,34,1227757
2005,Colorado,34,774020
2005,East of Miss. River,34,9361728
2005,Eastern,34,1763900
2005,Illinois,34,597964
2005,Indiana,34,658015
2005,Interior Total,34,2869295
2005,Kansas,34,4088
2005,Kentucky Total,34,2270020
2005,Louisiana,34,100635
2005,Maryland,34,94761
2005,Mississippi,34,61550
2005,Missouri,34,11723
2005,Montana,34,848020
2005,New Mexico,34,601408
2005,North Dakota,34,602653
2005,Northern,34,806892
2005,Ohio,34,479916
2005,Oklahoma,34,34882
2005,Pennsylvania Total,34,1258440
2005,Southern,34,2129943
2005,Tennessee,34,63326
2005,Texas,34,894257
2005,U.S. Total,34,21821663
2005,Utah,34,472170
2005,Virginia,34,548489
2005,Washington,34,113442
2005,West Virginia Total,34,2936835
2005,West of Miss. River,34,12459935
2005,Western,34,506120
2005,Western Total,34,11414289
2005,Wyoming,34,7758485
2005,Alabama,35,387595
2005,Alaska,35,16184
2005,Anthracite,35,30307
2005,Appalachian Total,35,7445490
2005,Arizona,35,224912
2005,Arkansas,35,61
2005,Bituminous,35,1212679
2005,Colorado,35,764511
2005,East of Miss. River,35,9247498
2005,Eastern,35,1742233
2005,Illinois,35,590623
2005,Indiana,35,649929
2005,Interior Total,35,2809058
2005,Kansas,35,4037
2005,Kentucky Total,35,2242139
2005,Louisiana,35,73644
2005,Maryland,35,93597
2005,Mississippi,35,61550
2005,Missouri,35,11581
2005,Montana,35,837603
2005,New Mexico,35,594023
2005,North Dakota,35,595249
2005,Northern,35,796980
2005,Ohio,35,474021
2005,Oklahoma,35,34455
2005,Pennsylvania Total,35,1242986
2005,Southern,35,2103781
2005,Tennessee,35,62547
2005,Texas,35,883272
2005,U.S. Total,35,21357721
2005,Utah,35,466368
2005,Virginia,35,541750
2005,Washington,35,112047
2005,West Virginia Total,35,2900761
2005,West of Miss. River,35,12110223
2005,Western,35,499906
2005,Western Total,35,11103173
2005,Wyoming,35,7492276
2005,Alabama,36,387715
2005,Alaska,36,16186
2005,Anthracite,36,30318
2005,Appalachian Total,36,7447806
2005,Arizona,36,224978
2005,Arkansas,36,61
2005,Bituminous,36,1213053
2005,Colorado,36,764750
2005,East of Miss. River,36,9250355
2005,Eastern,36,1742775
2005,Illinois,36,590803
2005,Indiana,36,650135
2005,Interior Total,36,2809888
2005,Kansas,36,4037
2005,Kentucky Total,36,2242836
2005,Louisiana,36,73644
2005,Maryland,36,93623
2005,Mississippi,36,61550
2005,Missouri,36,11584
2005,Montana,36,837865
2005,New Mexico,36,594205
2005,North Dakota,36,595436
2005,Northern,36,797227
2005,Ohio,36,474168
2005,Oklahoma,36,34466
2005,Pennsylvania Total,36,1243371
2005,Southern,36,2104438
2005,Tennessee,36,62570
2005,Texas,36,883547
2005,U.S. Total,36,21336684
2005,Utah,36,466515
2005,Virginia,36,541919
2005,Washington,36,112087
2005,West Virginia Total,36,2901665
2005,West of Miss. River,36,12086329
2005,Western,36,500061
2005,Western Total,36,11078990
2005,Wyoming,36,7466968
2005,Alabama,37,390782
2005,Alaska,37,16315
2005,Anthracite,37,30560
2005,Appalachian Total,37,7506783
2005,Arizona,37,226762
2005,Arkansas,37,61
2005,Bituminous,37,1222660
2005,Colorado,37,770808
2005,East of Miss. River,37,9358994
2005,Eastern,37,1756574
2005,Illinois,37,595480
2005,Indiana,37,655282
2005,Interior Total,37,2883385
2005,Kansas,37,4071
2005,Kentucky Total,37,2260593
2005,Louisiana,37,90086
2005,Maryland,37,94366
2005,Mississippi,37,97430
2005,Missouri,37,11675
2005,Montana,37,844498
2005,New Mexico,37,598910
2005,North Dakota,37,600152
2005,Northern,37,803541
2005,Ohio,37,477924
2005,Oklahoma,37,34738
2005,Pennsylvania Total,37,1253220
2005,Southern,37,2121099
2005,Tennessee,37,63065
2005,Texas,37,890543
2005,U.S. Total,37,22135444
2005,Utah,37,470204
2005,Virginia,37,546212
2005,Washington,37,112972
2005,West Virginia Total,37,2924640
2005,West of Miss. River,37,12776450
2005,Western,37,504019
2005,Western Total,37,11745276
2005,Wyoming,37,8104655
2005,Alabama,38,395654
2005,Alaska,38,16521
2005,Anthracite,38,30941
2005,Appalachian Total,38,7600374
2005,Arizona,38,229586
2005,Arkansas,38,61
2005,Bituminous,38,1237902
2005,Colorado,38,780418
2005,East of Miss. River,38,9445851
2005,Eastern,38,1778474
2005,Illinois,38,602903
2005,Indiana,38,663450
2005,Interior Total,38,2872369
2005,Kansas,38,4119
2005,Kentucky Total,38,2288779
2005,Louisiana,38,74081
2005,Maryland,38,95542
2005,Mississippi,38,68819
2005,Missouri,38,11819
2005,Montana,38,855027
2005,New Mexico,38,606378
2005,North Dakota,38,607631
2005,Northern,38,813558
2005,Ohio,38,483883
2005,Oklahoma,38,35168
2005,Pennsylvania Total,38,1268843
2005,Southern,38,2147545
2005,Tennessee,38,63852
2005,Texas,38,901644
2005,U.S. Total,38,22023516
2005,Utah,38,476071
2005,Virginia,38,553023
2005,Washington,38,114378
2005,West Virginia Total,38,2961103
2005,West of Miss. River,38,12577665
2005,Western,38,510305
2005,Western Total,38,11550773
2005,Wyoming,38,7864763
2005,Alabama,39,393979
2005,Alaska,39,16449
2005,Anthracite,39,30809
2005,Appalachian Total,39,7568168
2005,Arizona,39,228617
2005,Arkansas,39,61
2005,Bituminous,39,1232657
2005,Colorado,39,777109
2005,East of Miss. River,39,9406120
2005,Eastern,39,1770940
2005,Illinois,39,600352
2005,Indiana,39,660638
2005,Interior Total,39,2865032
2005,Kansas,39,4106
2005,Kentucky Total,39,2279083
2005,Louisiana,39,78292
2005,Maryland,39,95137
2005,Mississippi,39,68819
2005,Missouri,39,11770
2005,Montana,39,851406
2005,New Mexico,39,603809
2005,North Dakota,39,605057
2005,Northern,39,810111
2005,Ohio,39,481833
2005,Oklahoma,39,35023
2005,Pennsylvania Total,39,1263466
2005,Southern,39,2138446
2005,Tennessee,39,63581
2005,Texas,39,897828
2005,U.S. Total,39,21968362
2005,Utah,39,474055
2005,Virginia,39,550675
2005,Washington,39,113897
2005,West Virginia Total,39,2948557
2005,West of Miss. River,39,12562242
2005,Western,39,508143
2005,Western Total,39,11535162
2005,Wyoming,39,7864763
2005,Alabama,40,394494
2005,Alaska,40,16470
2005,Anthracite,40,30881
2005,Appalachian Total,40,7583856
2005,Arizona,40,228908
2005,Arkansas,40,35
2005,Bituminous,40,1236577
2005,Colorado,40,773065
2005,East of Miss. River,40,9426397
2005,Eastern,40,1774483
2005,Illinois,40,600589
2005,Indiana,40,662455
2005,Interior Total,40,2877470
2005,Kansas,40,4110
2005,Kentucky Total,40,2285516
2005,Louisiana,40,72875
2005,Maryland,40,95296
2005,Mississippi,40,68464
2005,Missouri,40,11780
2005,Montana,40,846015
2005,New Mexico,40,603876
2005,North Dakota,40,605841
2005,Northern,40,812986
2005,Ohio,40,482916
2005,Oklahoma,40,35063
2005,Pennsylvania Total,40,1267458
2005,Southern,40,2141592
2005,Tennessee,40,63670
2005,Texas,40,911066
2005,U.S. Total,40,22282953
2005,Utah,40,474720
2005,Virginia,40,550961
2005,Washington,40,114044
