year,region,week,production_tons
1993,New_Mexico,17,554477
1993,North_Dakota,17,572962
1993,Ohio,17,422990
1993,Oklahoma,17,19351
1993,Penn-Anthracite,17,59552
1993,Penn-Bituminous,17,1260337
1993,Penn-Total,17,1319889
1993,Tennessee,17,56285
1993,Texas,17,1115935
1993,U.S. Total,17,18336146
1993,Utah,17,421749
1993,Virginia,17,805068
1993,WV-North,17,745788
1993,WV-Sout,17,2012933
1993,WV-Total,17,2758721
1993,Washington,17,87538
1993,West of Miss. River,17,7917287
1993,Western Total,17,6685241
1993,Wyoming,17,3871658
1993,Alabama,18,479664
1993,Alaska,18,30898
1993,Appalachian Total,18,8181868
1993,Arizona,18,205774
1993,Arkansas,18,914
1993,Colorado,18,310490
1993,East of Miss. River,18,10246523
1993,Illinois,18,832875
1993,Indiana,18,495216
1993,Interior Total,18,3253660
1993,Iowa,18,2927
1993,Kansas,18,8665
1993,Kentucky-East,18,2278747
1993,Kentucky-Total,18,3015311
1993,Kentucky-West,18,736564
1993,Louisiana,18,44639
1993,Maryland,18,61715
1993,Missouri,18,6954
1993,Montana,18,532468
1993,New_Mexico,18,523822
1993,North_Dakota,18,554579
1993,Ohio,18,413790
1993,Oklahoma,18,33204
1993,Penn-Anthracite,18,58988
1993,Penn-Bituminous,18,1346184
1993,Penn-Total,18,1405172
1993,Tennessee,18,54245
1993,Texas,18,1091702
1993,U.S. Total,18,17902159
1993,Utah,18,375133
1993,Virginia,18,775190
1993,WV-North,18,733522
1993,WV-Sout,18,1979823
1993,WV-Total,18,2713345
1993,Washington,18,85637
1993,West of Miss. River,18,7655636
1993,Western Total,18,6466631
1993,Wyoming,18,3847830
1993,Alabama,19,502101
1993,Alaska,19,30970
1993,Appalachian Total,19,8001227
1993,Arizona,19,206257
1993,Arkansas,19,916
1993,Colorado,19,364276
1993,East of Miss. River,19,10265837
1993,Illinois,19,905992
1993,Indiana,19,603695
1993,Interior Total,19,3472889
1993,Iowa,19,2934
1993,Kansas,19,7999
1993,Kentucky-East,19,2238607
1993,Kentucky-Total,19,2993530
1993,Kentucky-West,19,754923
1993,Louisiana,19,63308
1993,Maryland,19,60671
1993,Missouri,19,6971
1993,Montana,19,533015
1993,New_Mexico,19,513452
1993,North_Dakota,19,555150
1993,Ohio,19,582657
1993,Oklahoma,19,31887
1993,Penn-Anthracite,19,98633
1993,Penn-Bituminous,19,1125653
1993,Penn-Total,19,1224286
1993,Tennessee,19,53206
1993,Texas,19,1094264
1993,U.S. Total,19,17946088
1993,Utah,19,414193
1993,Virginia,19,760290
1993,WV-North,19,697313
1993,WV-Sout,19,1882096
1993,WV-Total,19,2579409
1993,Washington,19,85838
1993,West of Miss. River,19,7680251
1993,Western Total,19,6471972
1993,Wyoming,19,3768821
1993,Alabama,20,476671
1993,Alaska,20,30641
1993,Appalachian Total,20,7994046
1993,Arizona,20,204064
1993,Arkansas,20,906
1993,Colorado,20,383840
1993,East of Miss. River,20,10205816
1993,Illinois,20,810574
1993,Indiana,20,616172
1993,Interior Total,20,3417448
1993,Iowa,20,2903
1993,Kansas,20,6120
1993,Kentucky-East,20,2332346
1993,Kentucky-Total,20,3117370
1993,Kentucky-West,20,785024
1993,Louisiana,20,73300
1993,Maryland,20,63991
1993,Missouri,20,6897
1993,Montana,20,507859
1993,New_Mexico,20,517988
1993,North_Dakota,20,528949
1993,Ohio,20,545570
1993,Oklahoma,20,32923
1993,Penn-Anthracite,20,89851
1993,Penn-Bituminous,20,1003948
1993,Penn-Total,20,1093799
1993,Tennessee,20,53965
1993,Texas,20,1082629
1993,U.S. Total,20,17794486
1993,Utah,20,405181
1993,Virginia,20,770064
1993,WV-North,20,718462
1993,WV-Sout,20,1939178
1993,WV-Total,20,2657640
1993,Washington,20,84926
1993,West of Miss. River,20,7588670
1993,Western Total,20,6382992
1993,Wyoming,20,3719544
1993,Alabama,21,518488
1993,Alaska,21,31128
1993,Appalachian Total,21,8240774
1993,Arizona,21,207313
1993,Arkansas,21,921
1993,Colorado,21,381014
1993,East of Miss. River,21,10347581
1993,Illinois,21,720913
1993,Indiana,21,662142
1993,Interior Total,21,3332130
1993,Iowa,21,2949
1993,Kansas,21,6423
1993,Kentucky-East,21,2376397
1993,Kentucky-Total,21,3100149
1993,Kentucky-West,21,723752
1993,Louisiana,21,74765
1993,Maryland,21,64685
1993,Missouri,21,7007
1993,Montana,21,527300
1993,New_Mexico,21,523665
1993,North_Dakota,21,549197
1993,Ohio,21,574412
1993,Oklahoma,21,33392
1993,Penn-Anthracite,21,94988
1993,Penn-Bituminous,21,1037457
1993,Penn-Total,21,1132445
1993,Tennessee,21,55955
1993,Texas,21,1099866
1993,U.S. Total,21,18108886
1993,Utah,21,406649
1993,Virginia,21,799178
1993,WV-North,21,735108
1993,WV-Sout,21,1984106
1993,WV-Total,21,2719214
1993,Washington,21,86278
1993,West of Miss. River,21,7761305
1993,Western Total,21,6535982
1993,Wyoming,21,3823438
1993,Alabama,22,502178
1993,Alaska,22,31746
1993,Appalachian Total,22,8312824
1993,Arizona,22,211428
1993,Arkansas,22,939
1993,Colorado,22,437446
1993,East of Miss. River,22,10473277
1993,Illinois,22,821765
1993,Indiana,22,615439
1993,Interior Total,22,3392303
1993,Iowa,22,3008
1993,Kansas,22,7205
1993,Kentucky-East,22,2369842
1993,Kentucky-Total,22,3093091
1993,Kentucky-West,22,723249
1993,Louisiana,22,57116
1993,Maryland,22,64535
1993,Missouri,22,7146
1993,Montana,22,554255
1993,New_Mexico,22,412701
1993,North_Dakota,22,577272
1993,Ohio,22,599250
1993,Oklahoma,22,34734
1993,Penn-Anthracite,22,100863
1993,Penn-Bituminous,22,1102829
1993,Penn-Total,22,1203692
1993,Tennessee,22,55748
1993,Texas,22,1121702
1993,U.S. Total,22,18446195
1993,Utah,22,472675
1993,Virginia,22,796183
1993,WV-North,22,735697
1993,WV-Sout,22,1985699
1993,WV-Total,22,2721396
1993,Washington,22,87990
1993,West of Miss. River,22,7972918
1993,Western Total,22,6741068
1993,Wyoming,22,3955555
1993,Alabama,23,418962
1993,Alaska,23,28652
1993,Appalachian Total,23,6912012
1993,Arizona,23,190820
1993,Arkansas,23,847
1993,Colorado,23,361689
1993,East of Miss. River,23,8900820
1993,Illinois,23,772215
1993,Indiana,23,565700
1993,Interior Total,23,3112881
1993,Iowa,23,2715
1993,Kansas,23,5624
1993,Kentucky-East,23,1945558
1993,Kentucky-Total,23,2596451
1993,Kentucky-West,23,650893
1993,Louisiana,23,63770
1993,Maryland,23,52514
1993,Missouri,23,6449
1993,Montana,23,578105
1993,New_Mexico,23,402826
1993,North_Dakota,23,602111
1993,Ohio,23,514040
1993,Oklahoma,23,32303
1993,Penn-Anthracite,23,87137
1993,Penn-Bituminous,23,933810
1993,Penn-Total,23,1020947
1993,Tennessee,23,46648
1993,Texas,23,1012365
1993,U.S. Total,23,16646769
1993,Utah,23,383491
1993,Virginia,23,666870
1993,WV-North,23,607307
1993,WV-Sout,23,1639166
1993,WV-Total,23,2246473
1993,Washington,23,79414
1993,West of Miss. River,23,7745949
1993,Western Total,23,6621876
1993,Wyoming,23,3994768
1993,Alabama,24,519678
1993,Alaska,24,24661
1993,Appalachian Total,24,8365418
1993,Arizona,24,163013
1993,Arkansas,24,653
1993,Colorado,24,386583
1993,East of Miss. River,24,10470391
1993,Illinois,24,781954
1993,Indiana,24,507560
1993,Interior Total,24,3082385
1993,Iowa,24,2317
1993,Kansas,24,5268
1993,Kentucky-East,24,2440434
1993,Kentucky-Total,24,3255893
1993,Kentucky-West,24,815459
1993,Louisiana,24,60239
1993,Maryland,24,65240
1993,Missouri,24,5516
1993,Montana,24,559298
1993,New_Mexico,24,456260
1993,North_Dakota,24,582524
1993,Ohio,24,571533
1993,Oklahoma,24,36048
1993,Penn-Anthracite,24,91387
1993,Penn-Bituminous,24,967247
1993,Penn-Total,24,1058634
1993,Tennessee,24,59705
1993,Texas,24,867371
1993,U.S. Total,24,17914571
1993,Utah,24,398394
1993,Virginia,24,854392
1993,WV-North,24,755812
1993,WV-Sout,24,2039990
1993,WV-Total,24,2795802
1993,Washington,24,67816
1993,West of Miss. River,24,7444180
1993,Western Total,24,6466768
1993,Wyoming,24,3828219
1993,Alabama,25,512060
1993,Alaska,25,25570
1993,Appalachian Total,25,8725835
1993,Arizona,25,169015
1993,Arkansas,25,677
1993,Colorado,25,449016
1993,East of Miss. River,25,10807410
1993,Illinois,25,716422
1993,Indiana,25,566766
1993,Interior Total,25,3088401
1993,Iowa,25,2403
1993,Kansas,25,6178
1993,Kentucky-East,25,2423116
1993,Kentucky-Total,25,3221503
1993,Kentucky-West,25,798387
1993,Louisiana,25,58857
1993,Maryland,25,65547
1993,Missouri,25,5719
1993,Montana,25,574431
1993,New_Mexico,25,481483
1993,North_Dakota,25,598285
1993,Ohio,25,681814
1993,Oklahoma,25,33686
1993,Penn-Anthracite,25,118347
1993,Penn-Bituminous,25,1228311
1993,Penn-Total,25,1346658
1993,Tennessee,25,57829
1993,Texas,25,899306
1993,U.S. Total,25,18582859
1993,Utah,25,465658
1993,Virginia,25,826519
1993,WV-North,25,760270
1993,WV-Sout,25,2052022
1993,WV-Total,25,2812292
1993,Washington,25,70312
1993,West of Miss. River,25,7775449
1993,Western Total,25,6768623
1993,Wyoming,25,3934853
1993,Alabama,26,548265
1993,Alaska,26,25253
1993,Appalachian Total,26,8598453
1993,Arizona,26,166924
1993,Arkansas,26,669
1993,Colorado,26,454712
1993,East of Miss. River,26,10717553
1993,Illinois,26,703840
1993,Indiana,26,628965
1993,Interior Total,26,3126949
1993,Iowa,26,2373
1993,Kansas,26,5324
1993,Kentucky-East,26,2394449
1993,Kentucky-Total,26,3180744
1993,Kentucky-West,26,786295
1993,Louisiana,26,68932
1993,Maryland,26,62861
1993,Missouri,26,5648
1993,Montana,26,549584
1993,New_Mexico,26,599303
1993,North_Dakota,26,572406
1993,Ohio,26,636353
1993,Oklahoma,26,36725
1993,Penn-Anthracite,26,105225
1993,Penn-Bituminous,26,1138259
1993,Penn-Total,26,1243484
1993,Tennessee,26,60751
1993,Texas,26,888178
1993,U.S. Total,26,18356375
1993,Utah,26,453699
1993,Virginia,26,870898
1993,WV-North,26,751917
1993,WV-Sout,26,2029475
1993,WV-Total,26,2781392
1993,Washington,26,69442
1993,West of Miss. River,26,7638822
1993,Western Total,26,6630973
1993,Wyoming,26,3739650
1993,Alabama,27,446603
1993,Alaska,27,23246
1993,Appalachian Total,27,7135004
1993,Arizona,27,173917
1993,Arkansas,27,1318
1993,Colorado,27,381694
1993,East of Miss. River,27,8939722
1993,Illinois,27,650806
1993,Indiana,27,486574
1993,Interior Total,27,2762839
1993,Iowa,27,2875
1993,Kansas,27,5024
1993,Kentucky-East,27,1944796
1993,Kentucky-Total,27,2612134
1993,Kentucky-West,27,667338
1993,Louisiana,27,63931
1993,Maryland,27,46593
1993,Missouri,27,9095
1993,Montana,27,705059
1993,New_Mexico,27,504216
1993,North_Dakota,27,627103
1993,Ohio,27,536358
1993,Oklahoma,27,32137
1993,Penn-Anthracite,27,77699
1993,Penn-Bituminous,27,937512
1993,Penn-Total,27,1015211
1993,Tennessee,27,84147
1993,Texas,27,843741
1993,U.S. Total,27,17081236
1993,Utah,27,387713
1993,Virginia,27,818299
1993,WV-North,27,552594
1993,WV-Sout,27,1690403
1993,WV-Total,27,2242997
1993,Washington,27,70409
1993,West of Miss. River,27,8141514
1993,Western Total,27,7183393
1993,Wyoming,27,4310036
1993,Alabama,28,281286
1993,Alaska,28,21628
1993,Appalachian Total,28,4479605
1993,Arizona,28,185699
1993,Arkansas,28,2136
1993,Colorado,28,348405
1993,East of Miss. River,28,5792572
1993,Illinois,28,484283
1993,Indiana,28,332626
1993,Interior Total,28,2275840
1993,Iowa,28,3472
1993,Kansas,28,4554
1993,Kentucky-East,28,1398102
1993,Kentucky-Total,28,1894160
1993,Kentucky-West,28,496058
1993,Louisiana,28,69260
1993,Maryland,28,39841
1993,Missouri,28,13055
1993,Montana,28,777676
1993,New_Mexico,28,541468
1993,North_Dakota,28,582686
1993,Ohio,28,257783
1993,Oklahoma,28,54895
1993,Penn-Anthracite,28,31294
1993,Penn-Bituminous,28,531474
1993,Penn-Total,28,562768
1993,Tennessee,28,63127
1993,Texas,28,815501
1993,U.S. Total,28,13816367
1993,Utah,28,349223
1993,Virginia,28,419590
1993,WV-North,28,312407
1993,WV-Sout,28,1144701
1993,WV-Total,28,1457108
1993,Washington,28,73138
1993,West of Miss. River,28,8023795
1993,Western Total,28,7060922
1993,Wyoming,28,4180999
1993,Alabama,29,418069
1993,Alaska,29,28952
1993,Appalachian Total,29,7272851
1993,Arizona,29,237513
1993,Arkansas,29,850
1993,Colorado,29,426494
1993,East of Miss. River,29,8880063
1993,Illinois,29,509602
1993,Indiana,29,480385
1993,Interior Total,29,2844175
1993,Iowa,29,2724
1993,Kansas,29,4500
1993,Kentucky-East,29,2481087
1993,Kentucky-Total,29,3098312
1993,Kentucky-West,29,617225
1993,Louisiana,29,84788
1993,Maryland,29,72359
1993,Missouri,29,7334
1993,Montana,29,623642
1993,New_Mexico,29,534354
1993,North_Dakota,29,534941
1993,Ohio,29,450401
1993,Oklahoma,29,30271
1993,Penn-Anthracite,29,71390
1993,Penn-Bituminous,29,853256
1993,Penn-Total,29,924646
1993,Tennessee,29,51355
1993,Texas,29,1106496
1993,U.S. Total,29,16309181
1993,Utah,29,392173
1993,Virginia,29,661026
1993,WV-North,29,474666
1993,WV-Sout,29,1739242
1993,WV-Total,29,2213908
1993,Washington,29,88447
1993,West of Miss. River,29,7429118
1993,Western Total,29,6192155
1993,Wyoming,29,3325639
1993,Alabama,30,485759
1993,Alaska,30,30483
1993,Appalachian Total,30,7842165
1993,Arizona,30,250071
1993,Arkansas,30,895
1993,Colorado,30,391027
1993,East of Miss. River,30,9650168
1993,Illinois,30,553952
1993,Indiana,30,544119
1993,Interior Total,30,3097463
1993,Iowa,30,2868
1993,Kansas,30,5657
1993,Kentucky-East,30,2610651
1993,Kentucky-Total,30,3320583
1993,Kentucky-West,30,709932
1993,Louisiana,30,64045
1993,Maryland,30,72916
1993,Missouri,30,7722
1993,Montana,30,588014
1993,New_Mexico,30,507081
1993,North_Dakota,30,504380
1993,Ohio,30,494556
1993,Oklahoma,30,43276
1993,Penn-Anthracite,30,76093
1993,Penn-Bituminous,30,916446
1993,Penn-Total,30,992539
1993,Tennessee,30,59380
1993,Texas,30,1164997
1993,U.S. Total,30,17067200
1993,Utah,30,380953
1993,Virginia,30,768048
1993,WV-North,30,505628
1993,WV-Sout,30,1852688
1993,WV-Total,30,2358316
1993,Washington,30,93122
1993,West of Miss. River,30,7417032
1993,Western Total,30,6127572
1993,Wyoming,30,3382441
1993,Alabama,31,441771
1993,Alaska,31,28754
1993,Appalachian Total,31,7565089
1993,Arizona,31,235886
1993,Arkansas,31,842
1993,Colorado,31,374497
1993,East of Miss. River,31,9249717
1993,Illinois,31,521882
1993,Indiana,31,541896
1993,Interior Total,31,2881009
1993,Iowa,31,2706
1993,Kansas,31,5561
1993,Kentucky-East,31,2456764
1993,Kentucky-Total,31,3077614
1993,Kentucky-West,31,620850
1993,Louisiana,31,49432
1993,Maryland,31,69266
1993,Missouri,31,7284
1993,Montana,31,519942
1993,New_Mexico,31,578362
1993,North_Dakota,31,445992
1993,Ohio,31,512553
1993,Oklahoma,31,31646
1993,Penn-Anthracite,31,82456
1993,Penn-Bituminous,31,1005542
1993,Penn-Total,31,1087998
1993,Tennessee,31,54804
1993,Texas,31,1098910
1993,U.S. Total,31,15971354
1993,Utah,31,363279
1993,Virginia,31,708183
1993,WV-North,31,478921
1993,WV-Sout,31,1754829
1993,WV-Total,31,2233750
1993,Washington,31,87840
1993,West of Miss. River,31,6721637
1993,Western Total,31,5525256
1993,Wyoming,31,2890704
1993,Alabama,32,470066
1993,Alaska,32,30243
1993,Appalachian Total,32,7314326
1993,Arizona,32,248101
1993,Arkansas,32,887
1993,Colorado,32,431460
1993,East of Miss. River,32,9002699
1993,Illinois,32,563518
1993,Indiana,32,515479
1993,Interior Total,32,2981394
1993,Iowa,32,2846
1993,Kansas,32,5767
1993,Kentucky-East,32,2384037
1993,Kentucky-Total,32,2993413
1993,Kentucky-West,32,609376
1993,Louisiana,32,80118
1993,Maryland,32,67731
1993,Missouri,32,7661
1993,Montana,32,642930
1993,New_Mexico,32,548107
1993,North_Dakota,32,551487
1993,Ohio,32,492228
1993,Oklahoma,32,39928
1993,Penn-Anthracite,32,79460
1993,Penn-Bituminous,32,930556
1993,Penn-Total,32,1010016
1993,Tennessee,32,52328
1993,Texas,32,1155814
1993,U.S. Total,32,17030347
1993,Utah,32,413950
1993,Virginia,32,675630
1993,WV-North,32,463599
1993,WV-Sout,32,1698691
1993,WV-Total,32,2162290
1993,Washington,32,92388
1993,West of Miss. River,32,8027648
1993,Western Total,32,6734627
1993,Wyoming,32,3775961
1993,Alabama,33,463837
1993,Alaska,33,29091
1993,Appalachian Total,33,7566255
1993,Arizona,33,241754
1993,Arkansas,33,989
1993,Colorado,33,393165
1993,East of Miss. River,33,9394177
1993,Illinois,33,563144
1993,Indiana,33,599655
1993,Interior Total,33,3051540
1993,Iowa,33,3106
1993,Kansas,33,5154
1993,Kentucky-East,33,2483480
1993,Kentucky-Total,33,3148603
1993,Kentucky-West,33,665123
1993,Louisiana,33,64771
1993,Maryland,33,70873
1993,Missouri,33,9996
1993,Montana,33,645184
1993,New_Mexico,33,523035
1993,North_Dakota,33,553420
1993,Ohio,33,514811
1993,Oklahoma,33,30851
1993,Penn-Anthracite,33,83557
1993,Penn-Bituminous,33,947776
1993,Penn-Total,33,1031333
1993,Tennessee,33,53985
1993,Texas,33,1108751
1993,U.S. Total,33,17053343
1993,Utah,33,374832
1993,Virginia,33,696675
1993,WV-North,33,482675
1993,WV-Sout,33,1768586
1993,WV-Total,33,2251261
1993,Washington,33,91324
1993,West of Miss. River,33,7659166
1993,Western Total,33,6435548
1993,Wyoming,33,3583743
1993,Alabama,34,438024
1993,Alaska,34,29694
1993,Appalachian Total,34,7587467
1993,Arizona,34,246765
1993,Arkansas,34,1009
1993,Colorado,34,379309
1993,East of Miss. River,34,9373974
1993,Illinois,34,562381
1993,Indiana,34,599446
1993,Interior Total,34,3038026
1993,Iowa,34,3171
1993,Kansas,34,5147
1993,Kentucky-East,34,2471385
1993,Kentucky-Total,34,3096065
1993,Kentucky-West,34,624680
1993,Louisiana,34,65605
1993,Maryland,34,69338
1993,Missouri,34,10203
1993,Montana,34,720483
1993,New_Mexico,34,570657
1993,North_Dakota,34,618009
1993,Ohio,34,516281
1993,Oklahoma,34,34655
1993,Penn-Anthracite,34,82725
1993,Penn-Bituminous,34,984447
1993,Penn-Total,34,1067172
1993,Tennessee,34,55696
1993,Texas,34,1131729
1993,U.S. Total,34,17448720
1993,Utah,34,361526
1993,Virginia,34,720073
1993,WV-North,34,482297
1993,WV-Sout,34,1767201
1993,WV-Total,34,2249498
1993,Washington,34,93217
1993,West of Miss. River,34,8074746
1993,Western Total,34,6823227
1993,Wyoming,34,3803567
1993,Alabama,35,481679
1993,Alaska,35,30475
1993,Appalachian Total,35,7720585
1993,Arizona,35,253249
1993,Arkansas,35,1034
1993,Colorado,35,377438
1993,East of Miss. River,35,9598336
1993,Illinois,35,584630
1993,Indiana,35,644605
1993,Interior Total,35,3166040
1993,Iowa,35,3254
1993,Kansas,35,6094
1993,Kentucky-East,35,2516630
1993,Kentucky-Total,35,3165146
1993,Kentucky-West,35,648516
1993,Louisiana,35,65992
1993,Maryland,35,69176
1993,Missouri,35,10471
1993,Montana,35,738646
1993,New_Mexico,35,593500
1993,North_Dakota,35,633589
1993,Ohio,35,509278
1993,Oklahoma,35,39975
1993,Penn-Anthracite,35,79158
1993,Penn-Bituminous,35,946790
1993,Penn-Total,35,1025948
1993,Tennessee,35,59087
1993,Texas,35,1161469
1993,U.S. Total,35,17937749
1993,Utah,35,372748
1993,Virginia,35,765433
1993,WV-North,35,491700
1993,WV-Sout,35,1801654
1993,WV-Total,35,2293354
1993,Washington,35,95667
1993,West of Miss. River,35,8339413
1993,Western Total,35,7051124
1993,Wyoming,35,3955812
1993,Alabama,36,458899
1993,Alaska,36,31307
1993,Appalachian Total,36,7744032
1993,Arizona,36,260161
1993,Arkansas,36,1063
1993,Colorado,36,440349
1993,East of Miss. River,36,9631782
1993,Illinois,36,617562
1993,Indiana,36,617316
1993,Interior Total,36,3201077
1993,Iowa,36,3342
1993,Kansas,36,5256
1993,Kentucky-East,36,2545278
1993,Kentucky-Total,36,3198150
1993,Kentucky-West,36,652872
1993,Louisiana,36,64047
1993,Maryland,36,69465
1993,Missouri,36,10756
1993,Montana,36,797597
1993,New_Mexico,36,467747
1993,North_Dakota,36,684156
1993,Ohio,36,508956
1993,Oklahoma,36,35697
1993,Penn-Anthracite,36,78206
1993,Penn-Bituminous,36,917031
1993,Penn-Total,36,995237
1993,Tennessee,36,60588
1993,Texas,36,1193166
1993,U.S. Total,36,18497134
1993,Utah,36,417011
1993,Virginia,36,785367
1993,WV-North,36,497465
1993,WV-Sout,36,1822777
1993,WV-Total,36,2320242
1993,Washington,36,98278
1993,West of Miss. River,36,8865352
1993,Western Total,36,7552025
1993,Wyoming,36,4355419
1993,Alabama,37,405736
1993,Alaska,37,28887
1993,Appalachian Total,37,6724129
1993,Arizona,37,240054
1993,Arkansas,37,981
1993,Colorado,37,468557
1993,East of Miss. River,37,8366912
1993,Illinois,37,536661
1993,Indiana,37,574086
1993,Interior Total,37,2865682
1993,Iowa,37,3084
1993,Kansas,37,5898
1993,Kentucky-East,37,2278921
1993,Kentucky-Total,37,2810957
1993,Kentucky-West,37,532036
1993,Louisiana,37,68781
1993,Maryland,37,65819
1993,Missouri,37,9925
1993,Montana,37,781204
1993,New_Mexico,37,581587
1993,North_Dakota,37,670094
1993,Ohio,37,415278
1993,Oklahoma,37,33280
1993,Penn-Anthracite,37,65218
1993,Penn-Bituminous,37,784986
1993,Penn-Total,37,850204
1993,Tennessee,37,48239
1993,Texas,37,1100950
1993,U.S. Total,37,17225736
1993,Utah,37,444820
1993,Virginia,37,621666
1993,WV-North,37,437008
1993,WV-Sout,37,1601258
1993,WV-Total,37,2038266
1993,Washington,37,90682
1993,West of Miss. River,37,8858824
1993,Western Total,37,7635925
1993,Wyoming,37,4330040
1993,Alabama,38,477236
1993,Alaska,38,32040
1993,Appalachian Total,38,7884032
1993,Arizona,38,266256
1993,Arkansas,38,1087
1993,Colorado,38,464443
1993,East of Miss. River,38,9811776
1993,Illinois,38,677418
1993,Indiana,38,607857
1993,Interior Total,38,3269945
1993,Iowa,38,3421
1993,Kansas,38,7231
1993,Kentucky-East,38,2530389
1993,Kentucky-Total,38,3172858
1993,Kentucky-West,38,642469
1993,Louisiana,38,63378
1993,Maryland,38,69225
1993,Missouri,38,11008
1993,Montana,38,775204
1993,New_Mexico,38,566898
1993,North_Dakota,38,664948
1993,Ohio,38,544711
1993,Oklahoma,38,34958
1993,Penn-Anthracite,38,86264
1993,Penn-Bituminous,38,1018300
1993,Penn-Total,38,1104564
1993,Tennessee,38,59959
1993,Texas,38,1221118
1993,U.S. Total,38,18871148
1993,Utah,38,461260
1993,Virginia,38,777056
1993,WV-North,38,497604
1993,WV-Sout,38,1823288
1993,WV-Total,38,2320892
1993,Washington,38,100580
1993,West of Miss. River,38,9059372
1993,Western Total,38,7717171
1993,Wyoming,38,4385542
1993,Alabama,39,453569
1993,Alaska,39,32060
1993,Appalachian Total,39,7931621
1993,Arizona,39,266426
1993,Arkansas,39,1087
1993,Colorado,39,395808
1993,East of Miss. River,39,9975592
1993,Illinois,39,614011
1993,Indiana,39,638793
1993,Interior Total,39,3388691
1993,Iowa,39,3423
1993,Kansas,39,5497
1993,Kentucky-East,39,2514571
1993,Kentucky-Total,39,3305738
1993,Kentucky-West,39,791167
1993,Louisiana,39,70441
1993,Maryland,39,70964
1993,Missouri,39,11016
1993,Montana,39,777676
1993,New_Mexico,39,560438
1993,North_Dakota,39,667068
1993,Ohio,39,576609
1993,Oklahoma,39,31359
1993,Penn-Anthracite,39,95662
1993,Penn-Bituminous,39,1134552
1993,Penn-Total,39,1230214
1993,Tennessee,39,55982
1993,Texas,39,1221897
1993,U.S. Total,39,18789163
1993,Utah,39,380459
1993,Virginia,39,723321
1993,WV-North,39,494495
1993,WV-Sout,39,1811896
1993,WV-Total,39,2306391
1993,Washington,39,100644
1993,West of Miss. River,39,8813571
1993,Western Total,39,7468851
1993,Wyoming,39,4288272
1993,Alabama,40,513529
1993,Alaska,40,31017
1993,Appalachian Total,40,7858085
1993,Arizona,40,261910
1993,Arkansas,40,1023
1993,Colorado,40,362976
1993,East of Miss. River,40,9761039
1993,Illinois,40,676042
1993,Indiana,40,535460
1993,Interior Total,40,3179731
1993,Iowa,40,3352
1993,Kansas,40,6650
1993,Kentucky-East,40,2509456
1993,Kentucky-Total,40,3200908
1993,Kentucky-West,40,691452
1993,Louisiana,40,60419
1993,Maryland,40,68311
1993,Missouri,40,11846
1993,Montana,40,773621
1993,New_Mexico,40,632795
1993,North_Dakota,40,663404
1993,Ohio,40,568825
1993,Oklahoma,40,46254
1993,Penn-Anthracite,40,87954
1993,Penn-Bituminous,40,914270
1993,Penn-Total,40,1002224
1993,Tennessee,40,63261
1993,Texas,40,1147233
1993,U.S. Total,40,18467775
1993,Utah,40,366227
1993,Virginia,40,802065
1993,WV-North,40,523836
1993,WV-Sout,40,1806578
1993,WV-Total,40,2330414
1993,Washington,40,98236
1993,West of Miss. River,40,8706736
1993,Western Total,40,7429959
1993,Wyoming,40,4239773
1993,Alabama,41,483727
1993,Alaska,41,31102
1993,Appalachian Total,41,8047759
1993,Arizona,41,274201
1993,Arkansas,41,952
1993,Colorado,41,521732
1993,East of Miss. River,41,10092045
1993,Illinois,41,732440
1993,Indiana,41,616179
1993,Interior Total,41,3259200
1993,Iowa,41,3475
1993,Kansas,41,5229
1993,Kentucky-East,41,2398871
1993,Kentucky-Total,41,3094538
1993,Kentucky-West,41,695667
1993,Louisiana,41,66998
1993,Maryland,41,69697
1993,Missouri,41,15196
1993,Montana,41,715488
1993,New_Mexico,41,659684
1993,North_Dakota,41,613031
1993,Ohio,41,800602
1993,Oklahoma,41,70047
1993,Penn-Anthracite,41,138224
1993,Penn-Bituminous,41,1035000
1993,Penn-Total,41,1173224
1993,Tennessee,41,60963
1993,Texas,41,1053017
1993,U.S. Total,41,18885276
1993,Utah,41,460532
1993,Virginia,41,726555
1993,WV-North,41,587940
1993,WV-Sout,41,1746180
1993,WV-Total,41,2334120
1993,Washington,41,100918
1993,West of Miss. River,41,8793231
1993,Western Total,41,7578317
1993,Wyoming,41,4201629
1993,Alabama,42,493035
1993,Alaska,42,31949
1993,Appalachian Total,42,8199736
1993,Arizona,42,281665
1993,Arkansas,42,978
1993,Colorado,42,521348
1993,East of Miss. River,42,10316150
1993,Illinois,42,793448
1993,Indiana,42,647651
1993,Interior Total,42,3357615
1993,Iowa,42,3570
1993,Kansas,42,6403
1993,Kentucky-East,42,2411642
1993,Kentucky-Total,42,3086957
1993,Kentucky-West,42,675315
1993,Louisiana,42,66998
1993,Maryland,42,68118
1993,Missouri,42,15609
1993,Montana,42,737091
1993,New_Mexico,42,528440
1993,North_Dakota,42,631541
1993,Ohio,42,840647
1993,Oklahoma,42,65959
1993,Penn-Anthracite,42,143632
1993,Penn-Bituminous,42,1031471
1993,Penn-Total,42,1175103
1993,Tennessee,42,65003
1993,Texas,42,1081684
1993,U.S. Total,42,19422214
1993,Utah,42,486532
1993,Virginia,42,777002
1993,WV-North,42,596773
1993,WV-Sout,42,1772413
1993,WV-Total,42,2369186
1993,Washington,42,103666
1993,West of Miss. River,42,9106064
